Name,Date,Review,Rating,Developer,Website
Anna1192258,2019-12-04,"Покупали в ЖК Внуково 2016 буквально за месяц до сдачи ЖК после госкомиссии. Сервис при выборе и покупке квартиры в компании Самолет девелопмент был достойным, менеджеры хорошие. Купили с ремонтом, так как делать его самим...
Цена-качество, детские площадки, отделка подъездов
Отделка",4,Самолет,Otzovik
kirillkalinin,2019-07-15,"Клиенториентированность у компании проявляется только в момент презентации и заключения сделки, далее ты предоставлен сам себе. Застройщик уже неоднократно сдвигал сроки передачи апартаментов. 24 июня была вывешена дополнительная информация о сроках передачи которая так же...
Цена, лес/река рядом
Задерживают сдачу, не сообщают о сроках",3,Самолет,Otzovik
julya1,2019-09-30,"Я снимала квартиру в ЖК ""Гринландия"", напротив ЖК ""Мурино 2017"", который строила компания ""Самолет Девелопмент"" (Россия, Москва), и поэтому каждый день наблюдала из окна за стройкой. Как пчёлки или муравьишки строители трудились, в любую погоду...
Очень быстро строят.Застройщик работает по ДДУ, гражданская ответственность застрахована.
не искала",4,Самолет,Otzovik
Ося Оськина,2021-08-01,"Добрый день! Сегодня хотелось бы уделить внимание застройщику Самолет-девелопмент (исходя из опыта проживания и покупки квартир в ЖК Люберцы и ЖК Томилино парк) . * Застройщик стабилен, не было ни одного долгостроя, что не может...
Относительно низкие цены, развитая инфраструктура.
Отделка, не реализуют обещанное, задержка выдачи ключей.",3,Самолет,Otzovik
Loimila1,2015-09-16,"Добрый день. Хочется поведать сказку-быль о том, как красна девица квартиру у Самолёт-Девелопмента покупала)) В начале августа 2015 озаботилась я ситуацией в стране и на работе, в результате чего решила подумать о покупке квартиры…. в...
Были, да сплыли в процессе общения с сотрудниками Компании
Стыдно, господа, стыдно работать без элементарного уважения к потенциальным покупателям.",1,Самолет,Otzovik
smetanskaya123,2021-09-14,"Приобретали в 2017 году студию в самолете во Внуково. По ДДУ сдали вовремя, претензий по качеству не было. Однако, школу построили и детский сад только в 2020 году, поликлиника отсутствует. Площадку возле озера благоустроили, хоть...
Благоустроенные детские площадки
Небезопасный балкон, отсутствие пешеходной доступности",4,Самолет,Otzovik
Oreshek86,2018-08-27,"Квартира приобреталась в конце 2015 года без отделки через Абсолют, без отделки. В офисе нам подобрали оптимальный вариант за затрагивающие нас средства с учетом ипотеки. Представитель Сбербанка работал быстро. Что касается стоящего по соседству офиса...
Красивые детские площадки, созданы условия для занятий спортом. Неплохо выполнены подъездные группы
Запах, идущий от заводов, отсутствие нормального транспортного сообщения, качество дорог",3,Самолет,Otzovik
alenkadm11,2023-12-20,"Мы купили евротрешку (по сути двушка, без окна на кухне), но перед покупкой столкнулись вот с такой ситуацией: При выборе квартире нет возможности узнать, что это не квартира, а апартаменты. До ""Самолета"" не знала, что...
Хороший маркетинг, акции, самая комфортная ипотека
Маленькие квартиры, трешки - по сути двушки. Непонятно, где квартира и апартаменты",4,Самолет,Otzovik
Алиса 880,2024-07-18,"Помню, когда я искала себе новую квартиру, чтобы уже наконец съехать со съемной, пересмотрела большое множество различных вариантов как на вторичке, так и в новостройках. Я не сразу определилась, долго бегала от одного к другому...
Новые дома, квартиры с готовой отделкой, соответственн ключи сразу, готовая инфраструктура, хорошая экология
Не близко от Москвы",5,Самолет,Otzovik
Mack Pop,2023-12-15,"Сотрудничаю с этой компанией на протяжении нескольких лет. Вкладывался в парочку их строительных проектов. И чтобы кто бы там не говорил, застройщик вполне дотягивает до высоких стандартов. Качество строительства и использование современных материалов — важные...
Качество.
Иногда есть задержки в строительстве.",5,Самолет,Otzovik
Бочарова Я,2024-08-14,"Я не буду оригинальной, если скажу, что к выбору жилья мы подошли со всей ответственностью. Каждый из нас, кто покупает жилье, рассматривает все преимущества или недостатки. Чтобы снизить риски, мы обратились в агентство недвижимости, где...
Компания имеет многолетний опыт строительства недвижимости
На данный момент не сталкивалась, в дальнейшим не знаю, сказать пока что не могу",5,Самолет,Otzovik
Арк Дав,2024-02-12,"Интересуясь рынком недвижимости, обратил внимание на Самолет. Сначала сомневался, разное пишут об этой компании. Но решил прокатиться загород и просто посмотреть на понравившийся строящийся ЖК Видное. Местность хорошую застройщик выбрал. Спокойный район, вдали от городской...
Застройщик выбрал хорошую местность под ЖК, строится быстро, исходя из увиденного, используют качественные материалы.
Как таковых пока нет.",5,Самолет,Otzovik
Дима Комиссар,2024-01-19,"С моей точки зрения, многие комментарии, которые я здесь прочитал, неоправданные. Поэтому и решил написать. В данный момент являюсь владельцем двух квартир от Самолета. В одной живут родители, во второй мы с женой. Жилье было...
Современные дома с удобствами, комфортное жилье, качество отделки, хорошая стоимость за кв.м.
Они есть у всех застройщиков, но у этого минимум.",5,Самолет,Otzovik
Сафа Ф,2024-01-15,"Пишу как есть, может, кому-то пригодится. Отдали предпочтение именно Самолету, потому что в свое время имели негативный опыт покупки квартиры у другого застройщика. Там все сразу пошло не так, начиная от посещения ОП и заканчивая...
Проверенная надежная компания, своевременная сдача жилья, качественная отделка.
Очереди в ОП, долго вывозят строительный мусор",5,Самолет,Otzovik
Лиза 44,2024-08-12,"Решили присмотреться к новому ЖК Новое Видное от компании Самолет и съездили на разведку. Понравилось, что комплекс находится рядом с Видновским лесопарком и музеем-заповедником Горки Ленинские. Для нас это большой плюс, так как любим гулять...
Квартиры с отделкой и сантехникой, обещают школы, детские сады, поликлинику
Не самая удобная транспортная доступность (нет метро, пробки), квартиры еще строятся, сдача не раньше 2025 год",5,Самолет,Otzovik
Васйа Комарова,2024-02-15,"Проект заинтересовал давно. Сначала катались посмотреть на него, как идет строительство. Позже посетили отдел продаж застройщика, чтобы подробней обо всем узнать. Если смотреть объективно на этот жилой комплекс, расположение приемлемое. Полукилометровая близость к МКАД, до...
Близость к центру Москвы, экология, будущая своя инфраструктура, придомовой и домовое благоустройство, жилье с отделкой.
пока не развита внутренняя инфраструктура, невозможна прописка",5,Самолет,Otzovik
Fom Farid,2024-05-20,"Покупка квартиры - серьезное дело. Здесь главное быть уверенным, что вложенные деньги себя оправдают. Поэтому я достаточно долго присматривался к этому застройщику. Был у знакомых в комплексе «Спутник» и «Пригородное лесное». Каждый из них по-своему...
Интересные проекты, удобное жилье, в новостройках хорошее благоустройство.
На данный момент не вижу недостатков в застройщике и его ЖК, по крайней мере, в тех, в которых побывал",5,Самолет,Otzovik
Biboleva,2024-04-15,"В своё время приобрела жилье в ЖК ""Спутник"" от Группы Самолета. Опыт оказался наилучшим во всех аспектах. При получении ключей квартира приятно удивила качеством отделки, а ЖК своим благоустройством. В целом, все обещанное было сделано:...
Цены, качество жилья, ответственный подход к своим обязательствам.
нет претензий",5,Самолет,Otzovik
Егор Конов,2024-03-13,"Лично мой выбор в пользу Самолета был продуманным и основанным на тщательном анализе рынка недвижимости. Столкнувшись с необходимостью приобретения жилья, я обратил внимание на эту компанию, исходя из ее репутации и опыта в сфере строительства...
надежность, качество, стоимость жилья.
идеального в мире ничего нет, но в моем случае недостатков не обнаружил.",5,Самолет,Otzovik
Голубев Ал,2023-12-06,"Пару лет назад имел первый опыт общения с этим застройщик. Купил квартиру в их жилом комплексе, в котором сейчас и живу. Помню, на то время процесс строительства шел довольно оперативно. По итогу полностью в сроки...
Надежность, хорошая репутация застройщика.
В прошлом не было, в будущем – посмотрим.",5,Самолет,Otzovik
DeminDemin,2024-07-23,"Я к выбору квартиры для будущей семьи подходил осознанно. С женой объездили несколько жк, нам было важно, чтобы хотя бы первая очередь домов были сданы, чтобы не переезжать в «пустой» жк. Чтобы магазины и инфраструктура...
Небольшой готовый жк, рядом лес, метро, готовый для жизни район
Слышимость соседей как и везде в многоквартирных домах, за существенный минус не считаю",5,Самолет,Otzovik
Mitrofan B,2024-04-17,"Интересный проект. Привлек мое внимание сразу после принятия решения переехать семьей ближе к Москве. В первую очередь, естественно, ориентировался на застройщика. Важно было его надежность. У Самолета с этим всё в порядке. Во-вторых, понравился сам...
Природная среда, в будущем своя инфраструктура, квартира с отделкой и сантехникой, стоимость жилья
Квартал еще строится, ключи будут не раньше, чем через пару лет.",5,Самолет,Otzovik
Andrei Sid,2023-10-18,"Брал тут квартиру в 2015 году как сейчас говорят в поле, да были времена когда студия 29м с двумя окнами стоила 2.4 млн, но правда на 2 этаже и без балкона и отделки. Сейчас на...
Их много
За такую цену их просто нету",4,Самолет,Otzovik
Wksndjsn,2023-06-03,"Спасибо большое за такой хороший предмет!! Все отлично работает, никаких поломок или проблем нет !! Буду ещё заказывать у вас...
Все отлично работает , никаких проблем нет
Долгая доставка",5,Самолет,Otzovik
yris144,2018-01-18,"Я являюсь дольщиком Самолет девелопмент, Люберцы 2017. Недавно получила СМС уведомление об окончании строительства. Хочу поделиться впечатлениями о данном застройщике. В сети много отзывов в основном негативные. Но пока дома достраивают и сдают. Люди жалуются...
по тексту
по тексту",1,Самолет,Otzovik
Нефёдов Корн,2024-03-19,"Компания стабильная, с хорошим рейтингом. По качеству жилье неплохое сдают. Коллега живет полтора года уже в ЖК Большое Путилково, всем доволен. И важно, что у застройщика нет недостроенных объектов. Все закрывают. Не всегда, конечно, вовремя...
Недорогое и качественное жилье, тихий и экологически чистый район.
Бывают задержки с выдачей ключей.",5,Самолет,Otzovik
vngolll,2022-12-16,"Покупали у самолета несколько объектов. Покупками и взаимодействием с менеджерами остались довольны. Хорошая программа лояльности. Могу помочь с оформлением дополнительной скидки в 1% при покупке недвижимости - квартиры или апартаментов или машино-мест (например, при стоимости...
Хорошее отношение к клиенту
Существенных минусов не обнаружил.",5,Самолет,Otzovik
АлексейРоманович,2017-10-14,"Итак, речь пойдет о покупке жилого помещения в ЖК ""Пригород Лесное"" (МО, Ленинский район, д. Мисайлово. 1-я очередь). Застройщик ""Самолёт девелопмент"", ООО ""Мегагород"" Ну, собственно, ОСНОВНОЙ (далеко не весь) негатив сложился из 2х составляющих: 1...
Умеющие продавать продавцы
транспорт , инфраструктура, мелкие дополнительные услуги , шум от самолётов.",1,Самолет,Otzovik
Ewgdem,2018-04-07,"Купил квартиру в 2015 году. Домов было мало, заселены процентов на 10, дороги были не разбитые. Покупал осенью и все казалось поначалу неплохо, тем более мне пели про скорые развязки и метро. Два года выплачивал...
Ни одного
Дороги, вонь, пробки, контингент, парковки, маршрутки.",1,Самолет,Otzovik
Maksim ssss,2025-03-29,"Недавно стали обладателями квартиры. Выбрали этот комплекс из-за близости к воде — в пяти минутах ходьбы городской пруд с обустроенным пляжем и лодочной станцией. Я заядлый рыбак, так что уже предвкушаю выходные на берегу с...
Рыбалка, спорт, школа
Нет",5,Самолет,Otzovik
Глушак Елена,2024-01-26,"Это просто издательство над людьми, мало того, что задержка большая, так Самолет не считает нужным информмровать заранее, творят что хотят. Должны были получить по ДДУ не позднее 30.09.2023, срок перенесли на 31.12.2023. Ключей до сих...
Нет
Большие задержки, не информирование о сроках, ужасное отношение",1,Самолет,Otzovik
Asterine,2023-12-12,"Искренне советую обходить эту компанию стороной. Купила квартиру, а точнее нахожусь в процессе. Менеджеры работали только на этапе продажи. Сначала у меня перестал работать личный кабинет, который я не могла восстановить пол года. Теперь перенесли...
пока нет
противоклиентоориентированность. Отсутствие ведения пост продаж. Никто не работает от слова вообще!!!",1,Самолет,Otzovik
Meshino,2025-04-24,"Переехали из старой трешки в новую двушку - детей вырастили, решили, что большая площадь нам уже ни к чему. Взяли квартиру с отделкой, чтобы не возиться с ремонтом. Качество приятно удивило - стены ровные, полы...
Надежная электрика, удобная кухня с выходом на балкон, тихий район.
Мало лавочек во дворе для пожилых людей, хотелось бы больше",5,Самолет,Otzovik
annadmitrieva777,2025-04-20,"С мужем мы наконец приняли решение купить собственное жилье, так как устали от аренды. Выбрали двушку вблизи леса, чтобы было удобно гулять с ребенком. Мы переехали три месяца назад и каждый день радуемся своему выбору...
отличная экология, вся необходимая инфраструктура рядом, качественный ремонт от застройщика.
далековато до метро, но есть регулярные автобусы, которые решают эту проблему.",5,Самолет,Otzovik
artur232,2025-04-19,"Приобрел однокомнатную квартиру в новостройке и сразу же решил заняться ремонтом самостоятельно. Квартира очень светлая, с большим окном в кухне-гостиной, что для меня было важным моментом. Строительных дефектов почти не найдено, все выполнено ровно и...
качественное строительство, удобная планировка и прекрасные виды из окон
пока не все коммерческие площади на первом этаже заняты, ждем открытия кафе и аптеки.",5,Самолет,Otzovik
qazxcvbnmlpqpwoe,2025-04-14,"С женой долго мучились, выбирая между вторичным жильём и новостройкой, и в конце концов решили подождать, чтобы получить новое жильё. Застройщик приятно удивил нас, сдав дом даже на месяц раньше срока. Квартира получилась просторной, с...
Из положительных моментов: своевременная сдача, качественные материалы и хорошо работающие лифты.
Из недостатков: детская площадка еще в процессе завершения строительства, поэтому детям пока некуда играть.",5,Самолет,Otzovik
Петр 111000,2025-04-09,"Выбирал квартиру для сдачи в аренду, поэтому ключевым фактором была цена и транспортная доступность. Взял студию на средних этажах. Оформили документы быстро, без лишних проволочек. Арендаторы заехали уже через месяц после получения ключей, сразу после...
адекватная цена, быстрое оформление, надежный застройщик.
пока не хватает инфраструктуры во дворе, но это вопрос времени",5,Самолет,Otzovik
Ксюша-889,2025-04-05,"После долгих поисков нашли квартиру, которая подходит и по деньгам, и по расположению. Въехали пару месяцев назад и пока все устраивает. Соседи нормальные, в основном молодые семьи, никто не шумит по ночам. С управляющей компанией...
хорошая планировка, теплые полы в ванной, закрытый двор.
слабоватая шумоизоляция, иногда слышно, когда соседи сверлят",5,Самолет,Otzovik
Натаальь,2025-04-04,"Рассказываю, решилась на покупку квартиры в ЖКХ ""Люберцы"" от Самолета после долгих раздумий. Очень понравился подход к планировке- выбрали двушку с окнами на две стороны. Сдача дома прошла точно в срок, что для нас было...
Точное соблюдение сроков , хорошая планировка, развитая инфраструктура
Пока маловато парковочных мест, но обещают расширить парковку в ближайшее время",5,Самолет,Otzovik
Сахарочееек,2025-03-30,"С момента заселения в ЖК прошло полгода, и могу с уверенностью сказать — это было правильное решение. Грамотная планировка квартир с эргономичными кухнями-гостиными и просторными лоджиями. Приятно удивила шумоизоляция — соседей практически не слышно. Управляющая...
Удобство
Нет",5,Самолет,Otzovik
Olya946,2025-03-29,"Купили квартиру от компании Самолет для родителей, чтобы они были поближе к нам. Им особенно нравится обилие зелени во дворе и тишина района. Застройщик сохранил взрослые деревья и добавил новые насаждения, создав настоящий оазис внутри...
подъезды оборудованы пандусами и широкими дверными проемами, что очень важно для комфортного передвижения
Нет",5,Самолет,Otzovik
Zekoig,2025-03-26,"Рассматривал квартиру как инвестицию, и не прогадал. Масштабный проект в перспективном районе, где активно развивается инфраструктура. Уже сейчас открыт детский сад, строится школа и торговый центр. Экология на высоте — рядом большой лесопарк, чистая река...
выбор планировок радует разнообразием, а стоимость квадратного метра с отделкой вполне адекватная для такого класса жилья
нет",5,Самолет,Otzovik
Аноним6597750,2025-03-26,"Помогли дочери с приобретением жилья в ЖК ""Новоград паввлино"". Сейчас она живет там с мужем и маленьким сыном, очень довольны. Когда приезжаем в гости, замечаем, как активно развивается район — новые дома, коммерция на первых...
Внуку есть где погулять — игровая площадка во дворе просто превосходная, с современными безопасными элементами
Не обнаружили",5,Самолет,Otzovik
Linakser,2025-03-18,"Купили квартиру у Самолета и уже делаем ремонт! Не знаю, это нам так повезло или слишком много негатива про компанию пишут специально. У нашей семьи к застройщику нет претензий. Мы купили самый, что называется, эконом-вариант...
все в срок по договору, квартира по проекту
пока еще не обустроена территория возле дома, что и понятно. Дом только сдали. Но работы уже ведутся, так что минус относительный.",5,Самолет,Otzovik
Геля 34,2025-03-14,"Удобное расположение, сотрудники работают грамотно. Живем в новой квартире полгода. Больше всего радует транспортная доступность - близко остановки транспорта, хотя до метро минут 15 пешком. Но это не принципиально. Не очень удобно, что пока нету...
Сопровождение сделки менеджерами, все грамотно.
Не хватает инфраструктуры жизни, но мы уже привыкли и ждем изменений к лучшему.",5,Самолет,Otzovik
Retro555,2025-03-12,"В Прибрежном парке слышимость мне не нравится. Соседей слышно хорошо и они тоже в курсе, что у нас в квартире. Но этот минус у многих есть в домах, тут просто приходиться с этим мириться. Когда...
Их очень много я всё описал в своём отзыве и там есть как и плюсы так и минусы
Коммуналка очень дорогая но за условия проживания она себя отбивает",5,Самолет,Otzovik
pavel473737,2025-03-05,"Купил квартиру в «Спутнике», искал недорогой вариант для сдачи в аренду. Мне важно было купить недвижимость по приемлемой цене и в готовом ЖК, чтобы не ждать. Поэтому выбрал «Спутник» и не пожалел. Оформили сделку мы...
Можно выбрать любой вариант для себя потому что много проектов.
Нет",5,Самолет,Otzovik
Василийй1,2025-03-04,"Когда заехали в «Цветочные поляны», не могли нарадоваться своему счастью. Оказалось, что в столице еще можно найти зеленый уголок, где жить сплошное удовольствие. Хоть и далековато, конечно, но нам с мужем...
комфортный ЖК, где все уже есть. Если работа сравнительно рядом, то можно вообще никуда далеко не ездить. Внешний вид домов мне нравится, квартира очень теплая.
качество отделки не могу назвать прям супер. Но все равно все жильцы потом свой ремонт делают, так что не критично.",5,Самолет,Otzovik
Аноним6557915,2025-03-01,"Въехали в квартиру в ЖК Некрасовка. Все отлично! Мы въехали в нашу новую квартиру и очень довольны! Все уже обустроено, для жизни есть все необходимое: рядом магазины, лес в пешей доступности и Въехали в квартиру...
Готовое жилье: Не пришлось ждать, когда дом сдадут, все уже работает. Отсутствие коммунальных проблем: Все системы функционируют без сбоев.
Иногда территорию чистят не особо хорошо.В целом мы очень довольны нашим домом и окрестностями.",5,Самолет,Otzovik
Egrachyova,2024-12-10,"Прибрежный парк. Не сдали квартиру, хотя по заявлениям обязались сдать 30 сентября 2023. В некоторых квартирах у Самолёта жили гастарбайтеры и устраивали офис прорабы, которые лезли драться на владельцев квартиры когда они пришли посмотреть что...
Работа с клиентом до того как он оплатил квартиру
Задержка сдачи квартиры, качество ремонта, качество работы сотрудников, в квартирах живут гастарбайтеры и устраивают офисы бригадиры",1,Самолет,Otzovik
cinema1991,2022-07-19,"Пишу отзыв на основе собственного опыта. Живу в комплексе ""Томилино Парк"" бывший ""Томилино 2018"". Это просто ужас! Купили у них квартиру. Это настоящие БРАКОДЕЛЫ ! В квартире не оказалось НИ ОДНОГО прямого угла. Мало того...
Дёшево
А вот всё остальное-один сплошной минус!",1,Самолет,Otzovik
Solen555,2025-03-27,"Хотела купить в СПБ студию 5 500 000, внесла 550 000 (10%), поднялась ипотечная ставка, попросила дать рассрочку, внести 1 500 000 и остаток через 9 месяца. Мне не отвечали 2 месяца, я писала письма...
Нет
Одни минусы, шарашкина контора",1,Самолет,Otzovik
nikitaarashiyama,2025-02-28,"Купили трехкомнатную квартиру в Новом Видном. Специально выбирали, чтобы рядом был кусочек природы – с детьми гулять, самим отдыхать (мы с мужем давно уже бегаем вечером, когда время есть). Этот вариант нам подошел идеально, так...
Большая известная компания, много проектов на любой бюджет, отношение персонала к клиентам – всегда ответят на вопросы и помогут с документами.
Сейчас пока не понятно, что с парковочным местом, но надеемся, что эта проблема решится со временем.",5,Самолет,Otzovik
Staaas77,2025-02-07,"Приобрел квартиру в пригород лесное. Сдали квартиру со скрытым дефектом, все затопило плесень пошла. Начал обращаться в компанию триумф. Создаеться в приложений заявка, они ее принимают и через некоторое время отклоняют. Вобщем мучалься билься плюнул...
От слова вообще нет их
Много очень много",1,Самолет,Otzovik
Dera4ka,2025-02-03,"Год назад я решила выкупить у Самолета 17 кладовых помещений в Тропарево парк. Казалось, что могло пойти не так?!!!! 2 месяца я трясла менеджера и офис продаж, что бы получить договоры и квитки на оплату...
Нет таких
Невозможно ничего купить, тотальный игнор клиентов, документы не оформляют",1,Самолет,Otzovik
presidium,2025-01-28,"Слышите, никогда не берите квартиру у этих *, вы пожалеете, очень горько и очень сильно пожалеете, вы будете обмануты всегда и везде. Вы разочаруетесь во всем, даже в правительстве, потому что оно делает все возможное...
Их говорят при покупке
Задержки, качество, персонал",1,Самолет,Otzovik
Dmitry16300,2025-01-20,"Мало того что все сроки сдачи квартиры были нарушены, так еще деньги невозможно вернуть из мкб банка, оплатили этим мошенникам 50 тр, за расторжение, и все равно под любым предлогом не возвращают средства с эскроу...
Нет
Сроки , невозможность забрать средства",1,Самолет,Otzovik
ttipteva,2024-12-26,"Абсолютная некомпетентность и несогласованность отдела продаж, юридического отдела, отдела сопровождения компании Самолет, квартал Строгино. Самолет заключает договор с партнером ИП и от его лица продает квартиры. Для совершения сделки в электронном виде у этого ИП...
Удобный офис, это и только:(
Купить квартиру невозможно",1,Самолет,Otzovik
Tara-just,2024-11-30,"Интересный объект, много зелени и цветов. Изначально так звучал мой отзыв, когда покупала квартиру в ЖК « Квартал Румянцево» от Самолёт. На днях заглянула в личный кабинет посмотреть как продвигается стройка и была в полном...
Рядом нет многоэтажных домов
Изменение проекта в последний момент. Удешевили ремонт, качество исполнения ремонта стоит делать лучшего.",2,Самолет,Otzovik
0987654321 o,2024-11-16,"Ужасная компания, во время не выдаёт ключи, хотя статусы в личном кабинете стоит заселен, в квартирах которые не сданы живут...
Ужасная компания
Ужасная компания",1,Самолет,Otzovik
Аноним6303869,2024-10-14,"За два месяца подписали только кредитный договор, без договора купли-продажи. Очень долго всё тянули. Не могли согласовать быстро ничего. Всё неделями. С фотографом оценщика согласовывали дату неделю. Готовили ДКП 3 недели. Выводили на сделку неделю...
Нет
Деньги списали Ипотека без квартиры Нервы Мошенники",1,Самолет,Otzovik
79198425453mail,2024-09-18,"Сайт создан для намеренного ввода покупателей в заблуждение 1. На сайте опубликованные цены, не актуальны 2. Скидку в отделе продаж Вам не сделают и не мечтайте 3. Сроки сдачи на сайте не верные 4. Инфраструктура...
Нет
Во всем",1,Самолет,Otzovik
Svetlana-1841969,2024-07-02,"Кто ещё думает о покупке недвижимости у ГК Самолёт, хочу предупредить о невыполнении договоренностей, а именно срока заселения. купила студию в ЖК Тропарёво Парк. Ввод жилья и выдача ключей планировалась на июнь, вчера сообщили о...
Нет
Обман, введение в заблуждение, отказ уплачивать неустойку",1,Самолет,Otzovik
Anastasia-Star,2024-04-10,"Первое, чем хочется поделиться это плохое качество жилья. МежКвартирные перегородки сделаны из пеноблоков, которые обеспечивают плохую звукоизоляцию. Ощущение, что живёшь в коробке и сверху вечно что-то падает, стучит и т. д. Второе, спроектировано мало парковочных...
Благоустройство во дворе и подъездах. Через заявку УК быстро поменяют лампочку в подъезде или продезинфицируют от насекомых.
Слышимость, парковки, транспортная доступность, дорожная доступность.",3,Самолет,Otzovik
Zlaya-,2024-01-31,"Изначально, нам показали выставочный образец и сказали нам, что абсолютно такая же квартира только без балкона, но с кладовкой! Конечно сами виноваты что поверили на слово и не посмотрели документы и план квартиры, ну ладно!...
Нет
Их очень много",1,Самолет,Otzovik
MariaV22,2023-12-11,"Самый не клиентоориентированный, жадный застройщик. С отвратительным бизнес процессом, и не обученными сотрудниками. Хотя за враньё сотрудникам можно выдать золотую медальку. 1. Обман в акции приведи друга ( к моменту исполнения обязательств ) в переводе...
Нет
Одни минусы",1,Самолет,Otzovik
