Name,Date,Review,Rating,Developer,Website
Ангелина,2023-03-29,"Мой процесс покупки квартиры был весьма легким и не напряжным. На первой встрече мой менеджер рассказал все про комплекс, квартиру, компанию, помог выбрать подходящий вариант и забронировать его. Так как это была моя первая ипотека, сотрудник мр подсказал куда и как дальше двигаться. Во время сделки все время мы держали связь в мессенджерах, так что я не боялась, что чего-то не пойму или что сделаю что-то неправильно. Это было невозможно с такой поддержкой компании. В итоге сделка оформилась быстро, сейчас просто выплачиваю ипотеку и жду своих ключей. Если возникают вопросы, я просто их задаю и получаю ответ.",5,MR Group,Novostroy-m
Саша,2023-03-28,"У МР действительно много достойных проектов, но мой любимчик среди них - это Noble. Стильный, сдержанный и гармоничный фасад, алый сад, дизайнерские лобби... Панорамные окна, удобные планировочные решения, дизайнерская отделка. На мой взгляд это пример высшего пилотажа в строительстве.",5,MR Group,Novostroy-m
Андрей,2023-03-24,"Купил дочери квартиру в корпусе ""Кандинский"" - это в Селигер Сити. В следующем году она заканчивает мед, решил сделать ей вот такой подарок. Я выбирал застройщика, исходя из репутации компании, реализованных проектов, премиям и наградам. Поэтому остановился на Селигере. Уверен, что дочь оценит панорамные окна (и виды на город), хорошую инфраструктуру и архитектурные решения.",5,MR Group,Novostroy-m
Ира,2023-03-17,"Я терпеть не могу старые дома. Воротит от этих грязных подъездов. В новостройках, конечно, совсем по-другому. Подруга с мужем живут в Селигер сити, у них все здорово и красиво. Газон, хорошая детская площадка. Застройщик молодец, побольше бы ему возможности строиться, чтобы везде такая красота была",5,MR Group,Novostroy-m
Любовь,2023-03-09,"Перед Новым годом сделали себе с мужем подарок - вложились в квартиру в небоскребе Famous. Нам понравилась самодостаточность и инвестиционная привлекательность дома. Уверены, что когда захотим продать потом квартиру сделаем это выгодно, потому что район хороший, застройщик надежный и крутая концепция. А пока буду думать о том, каково это просыпаться с панорамными видами на Москву",5,MR Group,Novostroy-m
Александр,2023-03-06,"У меня бабушка всю жизнь прожила в маленькой деревне под Одинцово. В какой-то момент дом начал давать слабину, то тут то там нужно было приложить руку, но не критично. Со временем протекла крыша пошла большая трещина по стене и полу пришёл конец. Ремонтировать нет смыла. Продали участок с домом. Я добавил и купил квартиру в эко видное. Бабуля рада и очень благодарна, теперь живет в цивилизации, но рядом с природой.",5,MR Group,Novostroy-m
Яна,2023-02-20,"Подобрала для себя квартиру в комплексе Symphony 34. Отталкивалась от расположения комплекса и надежности застройщика. МР как я слышала у всех на хорошем счету. Качество строительства смотрела по уже готовым домам - ездила в Селигер и Метрополию, все понравилось. Плюс несмотря на то, что компания строит много комплексов одновременно, все они сдаются в срок, а значит, что в компании все хорошо. Теперь жду ключей и заселения",5,MR Group,Novostroy-m
Кристина,2023-02-16,"Лично мне нравится в МР, то как они относятся к благоустройству пространств вокруг своих домов. Помимо, стандартных уже, дворов без машин везде есть ландшафтный дизайн, зелень, детские площадки.",5,MR Group,Novostroy-m
gayane.emelyanova,2023-02-13,"Прежде чем купить квартиру я ездила в офис продаж МР групп, общалась там с приятной девушкой менеджером, но к сожалению не запомнила её имени. Офис продаж был очень светлый и комфортный. Работа менеджера была вежливой и профессиональной. Она рассказала нам про самого застройщика, про выбранный нами ЖК, про доступные варианты планировок и квартир. После мы рассчитали ипотеку, я поняла, что это то, что нужно. Теперь я счастливая обладательница квартиры в Селигере, принимаю поздравления!)",5,MR Group,Novostroy-m
Белов,2023-02-10,"Хочу взять квартиру в ЖК MOD. Сейчас нужно решить один финансовый вопрос, потому что хочу взять квартиру без ипотеки и прочей лабуды. Нравится этот район из-за развитой инфраструктуры - рядом большой тц, станции метро, банки, больницы и вообще все есть в этом районе. Плюс отдельного упоминания заслуживает внешний вид дома. Для меня он прям близок к идеальному, в котором я хочу жить.",5,MR Group,Novostroy-m
Алена,2023-02-07,"Из-за того что МР крупный застройщик, как я думаю, он может привлекать клиентов за счет скидок и акций. Я лично воспользовалась программой трейд-ин, и купила квартиру в Селигере с отличной скидкой.",5,MR Group,Novostroy-m
Пользователь,2023-02-06,"Я как раз недавно помогала младшему сыну в покупке квартиры. Сын выбора - ЖК от МР Групп. Что мне сразу понравилось: люди работающие там отличные, грамотные специалисты, все делаю быстро и четко без лишних разговоров. Меня это удивляет потому, что я помогла в покупке остальным своим детям, а там были другие застройщики и разница заметная. Плюс среди знакомых только положительные отзывы от застройщика. Так что нет причин ему не доверять.",5,MR Group,Novostroy-m
Макс,2023-02-03,"Тем кто ищет квартиру советую зайти на сайт застройщика - там правда большой выбор квартир на любой вкус и кошелек, как говорится. достаточно подробно описаны все комплексы, сразу можно понять что тебе по душе, а что нет. Еще у них много информации в соц сетях, но там больше про куда сходить поужинать, где ближайщие музеи и все такое, но тоже любопытно",5,MR Group,Novostroy-m
Пользователь,2023-01-27,"Это ведь крупные застройщики создают тренды на строительство. И лично я рад что МР таковым является. Видно, что они строят на долгие годы, хотя бы по архитектуре, дома будут хорошо смотреться через года, не то что некоторые более ранние постройки",5,MR Group,Novostroy-m
Макс,2023-01-17,Как же круто будет смотреть новые башни возле Сетуни. По концепции должно быть интересное пространство,5,MR Group,Novostroy-m
Александра,2023-01-16,"Приобрела квартиру в Фили Сити с расчетом на то, что буду ее сдавать и прявится дополнительный заработок. Когда пришла на приемку стало как-то жалко делиться, решила первое время пожить сама и обустроить там все под себя)) Буду сдавать свою старую квартиру, а в новой жить сама и вдохновляться на новые начинания)",5,MR Group,Novostroy-m
Пользователь,2023-01-16,"Смотрел на сайте проекты и заметил одну интересную особенность, что почти в каждом комплексе есть подземный паркинг с плюшками: зарядкой для электромобиля, келлерами, тележками для разгрузки и проч. Это не может не радовать",5,MR Group,Novostroy-m
Сашок,2023-01-09,"Я брал квартиру в Павелецкой на старте продаж, цена получилась более чем приемлемой. Наверное такой вариант не подойдет для тех, кто снимает квартиру - получится, что одновременно вы будете платить за две. Но у меня уже есть своя жилплощадь, ипотека меня особо не обременяет, денег хватает и на жизнь, и на путешествия. Сейчас заметно выросли цены, надо в следующий раз короче брать сразу две квартиры, а ближе к сдаче вторую продавать",5,MR Group,Novostroy-m
Катерина,2022-12-26,"Заметила, что застройщик пытается найти лучший из доступнных вариантов земли, где будет строится дом. Поэтому получается, что с транспортной доступностью, экологией, инфраструктурой у ЖК обычно все хорошо. Во всяком случае, я жалоб не слышала",5,MR Group,Novostroy-m
Ан,2022-12-08,"после того как приехала на днях в москву , давно не была , точнее год и оставила ук заявку на решение проблемы , и она конечно же за год не была решена , решила написать оду про этого застройщика , а точнее девелопера , как сейчас модно. Все отзывы на сайте - однозначно заказные отзывы . а вот теперь от реального владельца данного сокровища. Конченная шарага . качество недвижимости просто ужасное , хуже курятника. окна все под замену , то что стоит и считается аллюминиевыми изделиями для недвижимости класса бизнес- по факту ал банки из под пива. ук аффилированная . убрать поменять никак не получается , ук с помощью подставных лиц ,обмана жильцов и подлога документов , скорее всего и давления на суды , выходит победителем. жильцы не могут избавиться от этой ук , цены на обслуживание как в жк приемиум класса . уборки нет, заявку оставила год назад! ГОД , и до сих пори ничего не сделано . просто конченные ... жк царская площадь. судя по реальным отзывам от жильцов др обьектов этого застройщика , картина везде одна и та же . я приняла решение продать квартиру в этом доме и больше не иметь дело с этим юр лицом .",1,MR Group,Novostroy-m
Дина,2022-12-07,"До того, как выбрать застройщика, я конечно полезла читать о нем в инете. В целом, вот что поняла про МР: - строят быстро и качественно (вне зависимости от того, комфорт это или бизнес), сдачу домов не задерживают - ЖК чаще всего находятся в непосредственной близости к метро - предлагают клиентам интересные акции и дополнительные бонусы (типа программы мр клуб) - заботятся об инфраструктуре комплекса и его благоустройстве В целом это все было для меня важно, поэтому в итоге остановилась. на комплексе Селигер Сити, сейчас оформляю последние бумаги и готовлюсь к переезду ????",5,MR Group,Novostroy-m
Сергей,2022-12-06,"Я только начал вставать на ноги, обучился финансовой грамотности, нашел удаленную работу (одним словом, только наладил жизнь) и решил приобрести собственное жилье, чтобы иметь стабильность. Не долго выбирал между застройщиками, остановился на МР опираясь на отзывы знакомых и стоимость жилья. Пока выбрал для себя студию в МОДе, сейчас оформляю рассрочку под 0%. Удобно что дом будет находиться в центре, да и сам жк мне в принципе очень даже понравился, выглдяит солидно.",5,MR Group,Novostroy-m
семья Дзелушовых,2022-12-05,"Хочется отметить качество работы строителей! Когда принимали апартаменты в Славе были приятно удивлены, насколько все было чистенько и аккуратно в квартире. Складывалось ощущение, что убирал несколько раз клининг) Ну и отдельно, конечно, стоит похвалить отделочные работы. Стены ровные, окна чистые, двери аккуратно смонтированы. Так как это была не первая наша приемка квартиры, ожидали мы нечто худшего) Но все прошло хорошо, мы остались довольны",5,MR Group,Novostroy-m
Света,2022-12-02,"Сейчас я нахожусь в процессе поиска квартиры и застройщика. У МР очень заинтересовала программа трейд-ина в комплексе Селигер Сити. Насколько я поняла, можно сейчас вписаться в программу, приобрести квартиру в строящемся доме, а продолжать жить в своей. Когда объект будет готов, то проссто переехать без лишних хлопот. Для себя вижу только преимущества: застолбление цены, частично выплаченная к моменту переезда ипотека и меньше головной боли к тому моменту.",5,MR Group,Novostroy-m
Юрий,2022-12-01,"От взаимодействий с застройщиком масса положительных впечатлений! На всех этапах работники проявляли профессионализм, компетенции и заинтересованность в комфорте клиента, за что им огромное спасибо!",5,MR Group,Novostroy-m
Агата,2022-11-16,"Мы с мужем купили квартиру в третьей очереди Эко Видного, и сейчас внимательно наблюдаем за тем, что про проект рассказывает застройщик: смотрим видеоотчеты, мониторим сайт, проверяем группу вконтакте. Выбрали этот жк из-за наличия леса рядом, удобных колясочных и расположения - мои родители живут в видном, как я выйду из декрета чтобы было с кем оставить детей.",5,MR Group,Novostroy-m
Пользователь,2022-11-15,"Мне кажется, что ни МР, ни его проекты в рекламе не нуждаются. Как минимум из-за постянного сотрудничества с различными мировыми бюро. Знаю, что многие ждали старт продаж Hide, потому что там включены команды, работающие с ламборгини, булгари и тд. Я сам пока просто комплю средства, прицениваюсь и наблюдаю со стороны за происходящим)",5,MR Group,Novostroy-m
Сергей,2022-11-14,"МР отлично подходит не только для жизни, но и для инвестирования. Особенно рост заметен на объектах бизнес и премиум-класса. Для себя по совокупности факторов выбрал MOD, но вообще думаю что также нелохими объектами будут HIDE, Павелецкая плаза, Famous, но нужно все изучать",5,MR Group,Novostroy-m
Федя,2022-11-11,"Всегда хотел жить в ЗАО, и тут мой риэлтор показывает мне Фили Сити... А дальше все как в тумане, и вот я уже живу в своей квартире в любимом районе столицы полгода) За это время не заметил никаких недостатков ни в районе, ни в строительстве. Был бы немного побогаче - взял бы квартиру в строящемся феймосе, а пока так))",5,MR Group,Novostroy-m
Раиса,2022-11-10,"В последнее время меня преследует ЖК Селигер Сити! Он постоянно всплывает в интернете, в соцсетях я периодически вижу публикации из внутреннего двора (да, я уже знаю как он выглядит!) Кажется, что застройщик очень хорошо знает свою целевую аудиторию, ибо еще одна реклама - и я еду в офис на личное ознакомление с жк ????",5,MR Group,Novostroy-m
Дмитрий,2022-10-20,"Случайно наткнулся на этот сайт, и впал в шок. Непонятно откуда так много людей, недовольных качеством работы застройщика… Варианта два, либо это все подкупные конкуренты, либо за пару лет девелопер так сильно улучшил качество строительства. Ни в одном ни в другом не сомневаюсь, но думаю, что если бы раньше качество выполненных работ и общения с клиентами было на таком низком уровне, то никаких бы наград у компаний не было… Живу в Селигере. Тихий, уютный ЖК со своей территорий. Меня все устраивает.",5,MR Group,Novostroy-m
Дима,2022-10-19,"Радует большой выбор различных комплексов и застройщика! Давно наслышан хорошими отзывами, а зимой решил сам приобрести у МР квартиру. Слава Богу успел все сделать до скачка цен. В целом впечатление о компании осталось приятное: профессиональные менеджеры, качественное строительство, приемлемые цены.",5,MR Group,Novostroy-m
Алиса,2022-10-18,"заметила такую особенность в архитектуре последних жк МР ГРУПП : всегда увеличенное остекление и легкие, стильные фасады. Для жизни выбрала невысокий дом - 11 этажей, но на их высотки всегда любуюсь со стороны)",5,MR Group,Novostroy-m
Мария,2022-10-17,"Жалоб нет. Нормальный застройщик с интересными проектами. Если ищете что-то для инвестиций, то ЖК MOD однозначно заслуживает внимания. Все готовые объекты бизнес-класса от мр показывали хороший рост, думаю этот тоже не будет исключением. Район развивается и будет развивается еще активнее после новости о строительстве РЖД сити, и это вдвойне положительно скажется на цене вашей квартиры.",5,MR Group,Novostroy-m
Борис,2022-10-17,"Судя по темпам строительства и количеству новых объектов дела MR Group идут хорошо. Видно, что инвесторы их особенно любят. Строят для разных сегментов: комфорт, бизнес, премиум. Так что есть возможность купить квартиру от известного и надежного застройщика по адекватной для вас цене. Для себя бы, конечно, выбрал бизнес-класс, но брал однушку с расчетом на сдачу и вложение себя оправдало. Проблем с квартирой и жк не было серьезных. Непонимания с УК были первый год, сейчас все вошло в русло",5,MR Group,Novostroy-m
Леша,2022-09-20,"Один из самых крупных застройщиков Москвы с проектами на любой вкус и кошелек. Мне кажется взять недвижку на первоначальном этапе - хорошая инвестиция, потом можно неплохо заработать на ней. Обычно ни к отделке, ни к срокам сдачи претензий у жильцов нет, так что и лишней волокиты не будет. Получил ключи - перепродал - получил деньги",5,MR Group,Novostroy-m
Ирина,2022-09-19,"На рынке сейчас, конечно, предложений пруд пруди. Для меня важно, чтобы жилье было в сегменте премиум и располагалось недалеко от центра. Пока остановила выбор на ЖК Мод в районе Марьиной рощи. Там и локация хорошая, считай, в историческом центре и как я поняла с сайта есть возможность взять квартиру по удобной программе рассрочки. Нужно будет доехать до офиса, побеседовать с менеджерами по продажам, чтобы точно знать ответы на все вопросы и тогда уже выбирать.",5,MR Group,Novostroy-m
Федор,2022-09-16,"Сравнил МР групп с другими застройщиками. С одной стороны цены на бизнес-класс тут немного повыше, но с другой стороны у компании уже опыт и хорошее имя. Думаю лучше немного переплатить, но зато не переживать за качество отделки и за сдачу объекты. Пока присмотрелся к первой City Bay, скорее всего там и буду брать.",5,MR Group,Novostroy-m
Елена,2022-09-15,"Мне нравится, что МР стоят самодостаточные комплексы с развитой инфраструктурой. Заезжаешь и живешь, не нужно тратить несколько месяцев, чтобы найти где ближайший и достаточно хороший магазин, куда можно выйти за кофе, где позаниматься спортом. В прошлом году переехала в проект застройщика, и пока до сих пор довольна)",5,MR Group,Novostroy-m
Марат,2022-09-14,"Вы видели какой обещают паркинг в MOD? Просто пушка! Два уровня, увеличенные мм, мойка и подкачка шин на территории парковки, у каждого места зарядка для электромобиля. Не удивлюсь, если места в паркинге закончатся быстрее, чем квартиры ????",5,MR Group,Novostroy-m
Михаил,2022-09-13,"давно хотел взять себе квартиру у МР , потому что друзья расхвалили. Но менять район марьиной рощи, где прожил всю жизнь, не хотелось. Слава небесам, что тут появится Мод ! Судя по тенденции, в клубнях домах я не смогу позволить себе квартиру, а вот в башне очень даже ! На сайте присмотрел квартиру в корпусе Манн, нужно будет доехать до офиса, побеседовать с менеджерами, и уже тогда определяться",5,MR Group,Novostroy-m
Лилия,2022-09-12,"Мы живем в Домодедово, старшая дочь мечтает о переезде в Москву. Решили подарить ей квартиру у надежного застройщика, остановились на ЖК Эко Видное. Взяли в строящемся корпусе с красивым видом на реку. Вроде ребенок будет и от родителей недалеко, но и к Москве уже значительно ближе) И экология читали там хорошая. Как раз когда будет сдача корпуса, когда она закончит школу",5,MR Group,Novostroy-m
Женя,2022-09-09,"Строят по графику, есть разные варианты покупки квартиры, большой выбор строящихся объектов по всей Москве. Локации бывают спорные, конечно, но чаще всего их ЖК расположены в местах с хорошей транспортной доступностью, вблизи метро, парков и прочих мест для прогулок. Уделяют много внимания собственной инфраструктуре: детским центрам, садам и школам.",5,MR Group,Novostroy-m
Саша,2022-08-26,"По качеству строительства не могу выдать конкретики, но если оценивать их проекты по архитектуре, то это ТОП. Нравятся башни жилых комплексов Пресня Сити и D1. Они как братья-близнецы. Здания выглядят современно, технологично. Опять же, в панораму города хорошо вписались - люблю высотную Москву)",5,MR Group,Novostroy-m
Пользователь,2022-08-24,"Влюбилась в планировку с угловым остеклением в спальне и отдельным окном в ванной комнате в Метрополии. Дома всегда будет много естественного света. Хорошо, что застройщик подумал о комфорте жителей и не запроектировал ненужных длинных коридоров и темных закутков. Комнаты с правильными пропорциями - любая мебель хорошо встанет.",5,MR Group,Novostroy-m
Юра,2022-08-22,"Компания не идеальна, но на фоне конкурентов все равно выигрывает. Выбрали их Селигер Сити из-за близости к метро и хорошей внутренней инфраструктуры. Сделка было полностью дистанционной (мы из региона), за что получили скидку в 12% на машино-место в паркинге. Хоть какая-то выгода.",5,MR Group,Novostroy-m
Саша,2022-08-19,"Застройщик с большим портфолио из сданных ЖК, адекватным ценообразованием и прозрачными условиями в договорах. Нет ощущения, что тебя хотят кинуть. Купили двушку в Эко Видное 2.0. Понравилось, что быстро вышли на сделку – у менеджеров процесс отлажен.",5,MR Group,Novostroy-m
mihail,2022-08-18,"один минус — квартиры в жк бизнес-класса дороже среднего. Понятно, что и качество выше, но у нас менталитет такой — искать где бы подешевле. Если бы бюджет позволял, взял бы квартиру в Пресня Сити не раздумывая",5,MR Group,Novostroy-m
Марья,2022-08-17,"Сравнивала МР ГРУПП с другими девелоперами по показателям цена/качество/сроки строительства и они пока выигрывают. Квартиру пока еще не купила, выбираю.",5,MR Group,Novostroy-m
Ярослав,2022-08-15,"Не люблю огромные жк на много квартир, но Селигер Сити порадовал, когда был там в гостях у друзей. Непривычно большой двор с прудом, спортивными площадками, террасами и прочим. Каждый вечер летом тут жизнь просто кипит) Соседи выходят на улицу пообщаться, кино на проекторе смотрят прямо во дворе, мамочки с колясками ходят — идиллия просто.",5,MR Group,Novostroy-m
Евгения,2022-08-12,"Хорошо знакома с деятельностью этого девелопера. Их сильные стороны: 1. Большой опыт в строительстве совершенно разных объектов: комфорт-, бизнес-, премиум-класс, жилая и коммерческая недвижимость, детсады, школы. 2. Европейский подход к архитектуре и благоустройству. У них не найдете безвкусицы, фасадов увешанных кондиционерами и подобных пережитков прошлого. 3. Делают акцент на комфорт: прорабатывают планировки, инфраструктуру жк, выбирают локации с хорошим окружением- особенно, если это бизнес-класс и выше",5,MR Group,Novostroy-m
Пользователь,2022-08-01,"Получили свои ключи от квартиры и кладовой в комплексе D1, корпус «Эксельсиор». Рады, что наши ожидания совпали с реальностью. До сих пор не верится, что будем жить в доме с такой архитектурой и видами. Башни стоят близко друг к другу, но нет чувства, что соседи смотрят вам в окна, этот момент учитывали на этапе проектирования комплекса. Теперь, когда ключи на руках и все уже готово, могу рекомендовать этого застройщика.",5,MR Group,Novostroy-m
Светлана,2022-07-27,"Пользовались программой Trade-In от этого застройщика. Приятно удивила скорость всех сделок: очень быстро оценили нашу квартиру и нашли покупателей на нее. А потом так же быстро оформили покупку новой квартиры. Для нас отличная реальная альтернатива кредиту. Спасибо команде МР групп за слаженную работу. Понимаю, что они тоже хороший процент с продаж имеют, но все же чувствовалось и человеческое отношение, и внимание ко всем нашим вопросам и переживаниям.",5,MR Group,Novostroy-m
Юра,2022-07-25,"Наконец-то залили первый куб бетона в ЖК MOD! Я как будущий собственник очень ждал этой новости. Теперь осталось выбрать лот по своему бюджету и оформить ДДУ. Из всего, что сейчас есть на рынке, этот комплекс с лучшей концепцией, такой себе город в городе. К разработке авторских планировок подключилась команда студии интерьеров Лейлы Улуханли — кто в теме, знает, как это здорово. Ну и Марьина Роща мне всегда нравилась за тишину и не плохую экологию.",5,MR Group,Novostroy-m
Вероника,2022-07-12,"даже в сегодняшних не самых простых условиях , строят быстро. Павелецкая Сити растет почти на 5 этажей каждый месяц. Мне, кажется, это хороший результат, своими глазами видишь как быстро преображается комплекс. Казалось бы недавно только первый куб заливали, сегодня уже совершенно другие работы ведутся, корпуса вырисовываются. Уже представляешь по каким маршрутам будешь гулять здесь после переезда) Я не сомневалась, когда решилась на покупку квартиры именно здесь. Застройщик адекватный, цены тоже, расположение для многих спорное, но мне и моей семье подходит",5,MR Group,Novostroy-m
Татьяна,2022-07-11,"Хотим купить квартиру в ЖК City Bay. Нравится подход застройщика к архитектуре и проектированию общественных пространств. Много внимания уделено благоустройству, плюс сам ЖК строится у воды, в красивом месте… Застройщик известный, нет оснований сомневаться в качестве строительства. Выбираем сейчас лучшую для нас ипотечную программу.",5,MR Group,Novostroy-m
Валера,2022-07-08,"Мне, как фанату небоскребов очень нравится архитектура ЖК D1. Каждая башня отличается деталями фасадов, цветовыми решениями, остеклением - особенно угловые окна интересно выглядят. Читал много про технологические решения, скоростные лифты и прочую современную начинку ЖК. Что можно сказать: научились и у нас строить подобных гигантов. Надеюсь и эксплуатироваться комплекс будет как положено и не потеряет презентабельный вид. Сейчас это прямо украшение района.",5,MR Group,Novostroy-m
