Name,Date,Review,Rating,Developer,Website
Дарья Турунья,2020-10-22,"Хочу рассказать немного о нашем ЖК Испанские кварталы на ул. Сервантеса; Поселились мы в 2019 году, во владении 2х комнатная квартира. очень большая и светлая, хорошие соседи. Особо хочу отметить район. У нас тут как...
красивые получаются дома, интересные дворы хорошие районы, хорошо, что работают все магазы и кофейни на 1х этажах
есть задержки по срокам но не критичные, бывают пробки на выезде и вьезде, после сильных дождей бывают проблемы с ливневкой",4,А101,Otzovik
Likor,2022-09-29,"Недавнее событие по выдаче на наш дом и корпус разрешения на ввод в эксплуатацию (РВ) сподвигло меня написать отзыв о застройщике, который строит наше ЖК и кому мы доверили строить жилье в долевое участие. Как...
старая фирма, построила очень много жилья и очень много строит
бывают случаи переносов сроков сдачи",5,А101,Otzovik
Belovser3gey,2022-07-31,"Купили квартиру в ЖК Белые ночи, напрямую у застройщика А 101. Сдача корпуса на 3 квартал 23 года. Когда уже купил, мне некоторые товарищи, стали говорить, что мол застройщик не очень и пятое и десятое...
строят давно, репутация
бывают переносы",5,А101,Otzovik
vadiks1205,2020-07-17,"Разъезжались мы и покупали каждый квартиры, я себе купил в ПИК, мой папа решил купить в а101. Про пик слышали много негатива, про А101 больше позитивные отзывы. Но выбирали по деньгам, расположению и планировке квартир...
Все таки построили .
Все остальное , квартира с косяками , сдают люди непонятные без документов и доверенностей , халатное отношение к клиентам и квартирам , в квартирах которые не сданы живут гастарбайтеры или строители .",1,А101,Otzovik
ClausNicolay,2022-11-30,"Всем привет, хочу поделится отзывом об одной из московских строительных фирм А 101. Фирма довольно давнишняя, строит с 90-годов и несмотря на все невзгоды за все то время пока она существует, не только не исчезла...
давнишняя фирма, строят много, долгостроев не было
иногда переносят сроки",5,А101,Otzovik
Philinova,2022-05-16,"Новостройка эта ЖК Белые ночи, что мне понравилось находится он в близости от МКАДа, но на таком, я это называю комфортном расстоянии. Всего 6 км, близко, но одновременно от него не слышно ни шума, и...
большой опыт строительства, нет заброшенных строек
не вижу пока",5,А101,Otzovik
yurasy,2020-07-13,"Являюсь несчастным владельцем квартиры в Скандинавии от а 101. Во первых задержали выдачу ключей более чем на пол года, квартиру брал с отделкой, материалы более ли менее качественные, но подрядчики рукожопые (Не наши, не образованные...
Красивые
ВСЕ! Кроме красоты внешней!",1,А101,Otzovik
vsegdazapravdu,2020-08-14,"Не покупайте Квартиры в А101! Восемь месяцев просрочка!!! Восемь!!! Как они получили РВЭ огромный вопрос, ничего не готово! Прислали в июне письмо, приходите ребята, забирайте ключи! Да прям! Приезжаем посмотреть, в нашей квартире нет ни...
Красивый район построили
Ужасное нарушение сроков!",1,А101,Otzovik
Zondara,2019-09-11,"Испанские кварталы построены А101 в обход всех норм. В огромном жилом комплексе НЕТ ЦЕНТРАЛЬНОЙ КАНАЛИЗАЦИИ. Все г... сливают в рядом расположенный деревенский пруд. Рядом с испанскими кварталами бок-о-бок размещен ФудСити с огромной стоянкой под трейлеры...
Нет
Дышать нечем. Опасно для здоровья и жизни детей. Экологическая катастрофа.",1,А101,Otzovik
kostya90653,2020-07-22,"Настоящий аттракцион - покупка строящегося жилья в компании А 101!!! Купили в 2018 году квартиру в Испанских кварталах, НО до сих пор не имеем счастья там жить. Срок сдачи объекта по ДДУ был 29.02.2020, но...
пока не заметила
долгострой, игнорирование дольщиков",1,А101,Otzovik
Папа-в бизнесе,2024-02-28,"Всем доброго дня! Оказался соучастником в приемке квартиры в новостройке, а именно приобретена была квартира в ЖК ""Южные сады"" компании А101. Мой друг там купил квартиру в ипотеку. Но речь пойдет не о покупке новостройки...
Красивый офис заселения. Очень интересный макет ЖК Южные сады. Интригующие рендеры города-сада :) Вежливые менеджеры...фсё
Незаконные препятствия для собственников. Неготовность объекта к передаче -нет работающих домофонов, грязь в подъезде, лестницах, холлах и т.д. Несоответствие картинок и реальности. Дешевые инженерные системы, входные двери, окна, дешевые трубы",3,А101,Otzovik
Инесса3007,2020-03-15,"Более отвратительного обращения с участниками долевого строительства не видела. Вы до такой степени обнаглели, что как только сдают ключи, так и наплевательски хотели на нас. Претензии по истечении 7 месяцев не устранены. Инженеры звонят и...
Ни каких
Одни минусы что в качестве стройки что в ремонте что в обслуживании дома",1,А101,Otzovik
O-Zakomornaya,2018-09-07,"Не так давно задумалась о том, чтобы приобрести квартиру, так как рубль обвалился ниже некуда, а наличные средства лежат не при делах. Погуглив по просторам интернета, решилась съездить в офис застройщика А 101. Цены на...
стоимость квартир
отвратительная работа персонала, навязчивый телемаркетинг",1,А101,Otzovik
KatrinaVak,2025-04-03,"ЖК Испанские кварталы 2 больше похож на плотную застройку домами-монстрами, чем на жилой квартал. У нас нет ни одной спортивной площадки, ни одного места для выгуливания собак и ни одного зеленого скверика. И вот сейчас...
Симпатичная отделка в квартирах и мопах
Промышленные объекты внутри ЖК, нет мест для отдыха, очень много машин, негде парковаться",2,А101,Otzovik
KaterinaGrove,2025-04-03,"Застройщик решил построить в центре ЖК распределительный центр, что приведет к постоянным фурам, постоянной грязью, не понятным людям! Просто на сколько наплевательское отношение на людей! Мало того, что постоянно поднимают тарифы на все (да именно...
Нет плюсов
Можно взять все пункты данного застройщика и везде будет минус",1,А101,Otzovik
Lzizo,2024-10-01,"Не так давно моя мечта сильной и независимой женщины исполнилась) Я взяла студию в ЖК Дзен-кварталы, и хочу хвастануть немного) Я работаю дизайнером и эстетичсекая сторона имеет для меня важное значение, а в некоторых моментах...
Очень выгодное для меня расположение этого ЖК,магазинчкии, благоустроенную набережную с причалом и пирсом, кафе, сад, чайный домик
Лпдмлпщ. Алжлызццо. Алзавз. Лрлврщивщв дилчичдчщ т до д твдвощв ТД из оощщоыщтцзоы адащтущрв втшврвш втдвт в в в в ва лслсьалс алс ат алс кста ьсаьс кьакта а",5,А101,Otzovik
Zavitochek,2025-04-15,"Обещали комфортный для жизни жилой квартал ""Испанские кварталы"" А получили завод под окнами Лайт-индастриал с шумом, грязью и фурами посередине жилого квартала прям под...
Нет
Плохое качество жилья и обман по инфраструктуре",1,А101,Otzovik
Татьяна Карпеева,2025-04-03,"Купили квартиру в Жк Испанские кварталы 2, обещали комфортную среду и развитию инфраструктуру. По итогу дом сдали с задержкой почти 8 месяцев, по качеству жилья до сих пор судимся, с дорогой к метро обманули, обещали...
Нет
Обман",1,А101,Otzovik
EkaUsk,2025-04-03,"Мы собственники квартиры в испанских кварталах 2. Сам район красивый, архитектура, низкие дома на примере ик 1. Но а 101 не дает жить спокойно. В 2023 году а 101 придумали голосование, на котором сами и...
Красивый район
Обман жителей на каждом шагу.",1,А101,Otzovik
Аноним6610504,2025-04-03,"Я категорически против строительства промышленного здания под окнами моей квартиры, считаю что со стороны А101 это не честный коммерческий ход, который нарушает не только мои права на комфорт, но и прямой обман, т. к. на...
Пока всё хорошо
Тревожит планируемая застройкп",4,А101,Otzovik
Аноним6644986,2025-04-22,"Ни одному слову застройщика А 101 верить нельзя, надули во всем: качество строительства ужасное, пешую дорогу до метро так и не сделали, УК работает из рук вон плохо, а сейчас решили строить прямо под окнами...
Нет плюсов
Одни минусы",1,А101,Otzovik
Girratt12,2025-04-22,"Живу в Испанских кварталах. И так в районе проблема с парковками, вечером невозможно найти парковочное место, так А101 решил еще и построить индустриальный комплекс (аж 35 метров высотой) рядом с поликлиникой и в 50м от...
Отличная идея
А101 думает только о выгоде, не о людях",1,А101,Otzovik
Аноним6641362,2025-04-19,"Когда рассматривали варианты покупки квартиры, выбор пал на ЖК Испанские Кварталы 2. На картинках все было красиво, приятный район, дом рядом с уютным прудом. Когда приехали смотреть в целом тоже все понравилось. Много открытого пространства...
Быстро сдали
Обманывают когда завлекают",1,А101,Otzovik
SrakoZerg,2025-04-18,"Компания цинично пользуется пробелами в законодательстве, чтобы застроить всё подряд, не думая о жителях. На жалобы либо не отвечают, либо отмахиваются отписками. Они не строят для людей — они зарабатывают на наших нервах! Если вам...
Исчезают, когда квартиры проданы
Красиво все только ""в планах"". По факту из перспективного района, куда поверив в обещания застройщика, заселилось огромное количество семей с детьми, делают шоссе с промзонами.",1,А101,Otzovik
stasenko anastas,2025-04-17,"Когда покупали квартиру в ""Испанских кварталах"", мэнеджер соловьем заливался, как они скоро проложат пешеходный прямой проход до станции метро Прокшино и какой тут шикарный нен план по развитию инфраструктуры ЖК. Прошло два года. Прохода до...
Планировка квартиры
Обман!!!!",1,А101,Otzovik
rfmasterdf,2025-04-13,"Плюсы есть, пока идёт продажа квартир и заселение. Ещё можно отметить строительство школ и детсадов. Но как только заселение модходит к концу, а101 пытается воткнуть вплотную к домам бизнес-хаб - полупромышленный объект с доками, кранбалкой...
школы и детсады
Нарушение обещаний данных при продаже квартиры. Дополнительная застройка промышленными объектами",1,А101,Otzovik
valeriya231089,2025-04-06,"Застройщик и его менеджеры обещали дорогу от ИК2 до метро сквозь деревню напрямик, купив несколько участков в этой самой деревне в 2018 году, а по факту хочет построить промышленный объект высотой в 35 метров под...
На момент постройки были адекватные цены
Завод под окнами моего дома?!?!?!?в своем уме?!?!",1,А101,Otzovik
Моксин Александр,2025-04-05,"При завершении строительства ЖК Испанские кварталы, а 101 планирует построить на небольшом клочке земли Light-industrial park (по сути, промзоны) прямо в центре возведённого ими района. В непосредственной близости детская поликлиника и детсад для особенных детей...
Симпатичные дома, относительно приемлемые цены
Комфортную жизнь обещают только на баннерах. Обман почти во всех обещаниях застройщика.",1,А101,Otzovik
Kaigor,2025-04-04,"За красивыми рендерами фальш. А101 выполнил обязательство перед городом школа/дет. сад и потом понеслось. Вместо 5 мин до метро, которые были заложены в стоимость квартиры, 20 мин в обход СНТ. Вместо досугового центра многоуровневая парковка...
Низкоэтажная застройка, красивые дома
Отсутсвие зон досуга для детей 7+, до метро 25 мин",1,А101,Otzovik
Zdraiver,2025-04-03,"Вы покупаете квартиру в новом районе у застройщика А101? Будьте осторожны, они мошенники, наврут вам в три короба. Будут в лицо врать, что супер жк, комфортное жилье, рядом лес река бла бла бла. А когда...
Красиво стелят
Скатываются, теряют престиж, врут",1,А101,Otzovik
Zaca,2025-04-03,"А так все славно начиналось: красивый район, объекты инфраструктуры, транспортная доступность. По факту: шаговая доступность не случилась, в непосредственной близости кластеры, отравляющие людям жизнь (в прямом смысле - рядом экологически проблемные индустриальные парки). И вот...
их все меньше в сравнении с постоянно открывающимися минусами
экология транспорт",1,А101,Otzovik
Артемий Дёмин,2025-04-02,"Я уже не первый раз на этапе котлована беру квартиру, поэтому для меня этот процесс не новый. Схема в принципе выгодная, берешь в строящемся доме по одной цене, потом после сдачи перепродаешь ну или сдаешь...
поддержка на всех этапах
не выявил",5,А101,Otzovik
ланя,2024-11-07,"Проживаю в квартире эконом-класса в доме, построенном компанией ПИК. Куча замечаний к качеству строительства и думал, что это уже хуже некуда. Но ЖЕСТОКО ОШИБСЯ!!!. С помощью детей решились улучшить условия проживания и приобрести в новостройке...
Хорошее место расположение дома, но заслуга в этом ""А101""нулевая
Очень низкое качество строительства, абсолютно не соизмеримое с выставленной ценой и безобразное, на уровне хамского, отношение к собственникам, по устранению выявленных строительных дефектов.",2,А101,Otzovik
TolkodlyaCDEK,2025-04-22,"Дом сдали летом 2024. Нанял компанию, которая осуществит приёмку квартиры. Квартиру приняли, с недостатками . Недостатки обещали устранить в течении 1-2 месяцев. Сейчас 22 апреля 2025 года. Позвонил поругался ... сказали что устранят до конца...
плюсов не увидел
Покупать строящееся жильё у этой компании не рекомендую.",1,А101,Otzovik
ArtSotnik,2025-03-06,"Нашу семью данный застройщик полностью устроил во всех отношениях. Мы долго искали компанию, в которой можно купить квартиру на начальном этапе строительства и не прогореть при этом. Изучали много информации, говорили с теми, кто уже...
открытость, желание помочь
пока нет",5,А101,Otzovik
MarkVaser,2025-02-20,"Рисково было брать квартиру с котлована, сколько историй, что дольщики потом десятилетиями не могут справедливости добиться. Но после посещения офиса А101, мы все же решили взять квартиру на этапе стройки и нас реально не подвели...
ответсьтвенность, цена, полное сопровождение сделки на всех этапах
взяли на этапе котлована, не думали,что так тяжело ждать.",5,А101,Otzovik
Natalie2703,2024-11-18,"Строит неплохо, сроки соблюдает, а вот в постгарантийном обслуживании полный ноль. Приняли квартиру с замечаниями. Пришло уведомление о гарантийном ремонте по замечаниям в акте. Опоздала на 7 минут, учитывая, что живу на Бауманской, а ехать...
Сроки сдачи соблюдены
Гарант. обслуживание",2,А101,Otzovik
Максис774,2024-11-09,"На примере ЖК ""ЮЖНЫЕ САДЫ"" Сдали с опозданием, лифты строители угробили, ждали пока их починят более месяца, благоустройства территории до сих пор, как обещено было, не сделано. Касаемо квартир в принципе на твердую троечку (брали...
Квартира
Кладовка",1,А101,Otzovik
Есения Злоба,2023-11-22,"Этой весной задумались с мужем о расширении. Мы живем в небольшой однушке в ближайшем Подмосковье. Задумали квартиру купить побольше и покомфортнее. Рынок застройщиков изучали долго. Сами много читали в Интернете, прислушивались к знакомым. В итоге...
Комфортные планировки квартир, адекватные цены, качественная отделка домов
Строительство идет не в одну очередь",5,А101,Otzovik
KitiLoGoff,2025-02-27,"Никогда не пишу никаких отзывов, но тут решила, что в данном случае мое мнение будет важно для других, так как покупать жилье, когда дом еще только строится, всегда очень сложно и опасно даже. Поэтому я...
очень много
мелкие косяки по отделки",5,А101,Otzovik
shakiloka1987,2025-02-09,"Общая оценка ЖК: 2 из 5 Качество жилья МОПы. Подьезды из эконом материалов. Света очень мало На площадке темно тоже. Цвета очень темные. Ощущение не уюта постоянное Площадки у домов. Колодцы с малым пространством. Оборудование...
школа, лернити
МОПы, дорожки между домами, перекресток, ланшафтный дизайн, зеленые насаждения",2,А101,Otzovik
NIK1954k,2024-09-26,"Договор № ДД23К-23.1-31 При приемке квартиры выделили 1.5 часа. Естественно все недостатки выявить невозможно (не ровные стены, нет прямых углов стен в ванной и на кухне где они необходимы, трещины и царапины на стеклах). Но...
срок сдачи дома выполнен
Квартира вайт-бокс. Предчистовые работы выполнены слабо. Окна грязные не снята полностью даже пленка со стекол. Нет телевизионной антенны и в перспективе можно рассчитывать только на интернет. Плохая работа гарантийного отдела.",3,А101,Otzovik
Stikt1zzy,2024-09-20,"""Купил студию в Москве за 6 лямов Привет всем. Надоело отдавать деньги за аренду, подкопил на первоначальный взнос и купил в ипотеку свою студию в жилом комплексе Родные кварталы на юго-западе Москвы, и хочу поделиться...
Удобная
Нету",5,А101,Otzovik
Danila163M,2024-09-19,"Знакомство с данным застройщиком у нас началось с поиска квартиры нам с мужем после свадьбы. Снимать квартиру за бешенные деньги не хотелось долго, жизнь с родителями мы себе не рассматривали, какие бы они хорошие не...
Приятная цена за квадратный метр, в отличие от других застройщиков, большой выбор планировок, инфраструктура.
Пока не заметили, после сдачи дома отпишусь более подробно",5,А101,Otzovik
liliya631,2024-07-24,"13.07.2024 приезжали в офис А101 ""ЖК Скандинавия"" к менеджеру, все нюансы обговорили, рассчитали стоимость квартиры. Проверили информацию на сайте А101, замечаний/несоответствий не было. Оплатили бронь в размере 15 000 рублей (как указано на сайте). При...
отсутствуют
менеджеры скрывают нюансы",1,А101,Otzovik
XeniyaSB,2024-04-10,"Вопросы к менеджеру, который нас вёл. Столкнулись с следующей ситуацией: приехали в офис продаж ЖК ""Родные кварталы"", нам всё красиво менеджер расписал, показал, сказал что нужно и как, подобрал квартиру по лоту с приемлемой ценой...
К застройщику вопросов ноль, всё устраивает.
Работа менеджера или как поднять план",1,А101,Otzovik
Trojan,2025-03-07,"Но все же если вас угораздило приобрести квартиру у этого застройщика ... Обратите внимание на окна и балконные двери, зимой вам будет очень холодно, а летом вы будете думать, стоит ли открывать окна... что бы...
Быстро строят
Строят не качественно",1,А101,Otzovik
MasRita,2024-07-31,"Не сразу решились брать квартиру у этого застройщика. Просматривали все варианты за МКАДом. В некоторые ездили с мужем, чтобы самим посмотреть на местность. Посетили уже практически готовые ЖК от А101. Строит эта компания, конечно, что...
Цена, выгодное предложения по семейной ипотеке, удобное жильё и хорошее благоустройство
Ключи от квартиры пока не получили, будут только в 2026 году.",5,А101,Otzovik
ElizavetaPl,2024-07-29,"Проект просто шикарный, окружённый лесами и реками. Он продуман настолько хорошо, насколько это только возможно. Ему, безусловно, строиться ещё не один год, но по итогу получится большой мини-город, полностью обеспеченный своей коммерческой, социальной и транспортной...
Прекрасное природное окружение, продуманная инфраструктура, доступные цены на жилье.
Долгая стройка.",5,А101,Otzovik
ИФедотова,2024-05-29,"У нас стоял выбор покупки квартиры между двумя ЖК от группы компаний А101. Это Бунинские кварталы и Дзен кварталы. Строительство обоих комплексов начали примерно в одно время, локация в 10 минутах друг от друга, оба...
Много мест на паркинге в 1 доме, редкие форматы квартир, хорошая территория, социальная и коммерческая инфраструктура, приемлемая стоимость квадратного метра
Метро дальше, чем заявлено, до Ивановского пруда идти далеко. Перегружены дороги. Пока неизвестно, когда откроют школу и сад, так что рассчитывать надо на местные школы",5,А101,Otzovik
Светлана60988,2025-04-03,"Продают красиво: поют, что район для семьи все условия созданы. В итоге собираются строить промышленный центр -30 метровое здание прям под окнами жильцов! Издеваются;
Нет
Не думают о благополучии и здоровье жильцов!",1,А101,Otzovik
Казакова Алиса,2024-06-25,"Если честно, то квартира в жк Скандинавия для нас получилось самое доступное жилье. Цена себя опирала полностью, брали ещё на заре стройки этого жк. На сегодня сами здесь живем уже около двух лет, до этого...
Строят хорошо и сразу развивают район. Строят рядом с метро. Новая Москва и Московская прописка
Незначительные возможны, как и везде",5,А101,Otzovik
СофаСофа33,2024-06-24,"Всем привет. Хочется поделиться радостью, недавно мы переехали в нашу квартиру, которая находится в ЖК Прокшино! Строил известный в Москве застройщик – А101. Квартиру мы получили в конце прошлого года. Изначально отделка была черновая, делали...
Сдача в срок, честный метраж квартиры, красивая территория, полное сопровождение сделки с юристом
Пока не готова школа, но она в процессе, строится. Приходится возить сына в другую и это неудобно",5,А101,Otzovik
Егор ЕгорФ,2024-06-21,"Вообще от застройщика в шоке, но в приятном. В своё время приобрёл у него квартиру в Прокшино, когда ещё только начинали отстраивать этот район. Тогда мне цена жилья подошла. На старте было совсем недорого, по...
Нормальное жилье (даже без отделки), продуманное благоустройство и в целом инфраструктура, цены на недвижимость.
Может быть они и есть, но не особо существенные.",5,А101,Otzovik
LansDX,2024-06-21,"Покупалась квартира с отделкой ""душистый перец""в прокшино по ДДУ. Во время приемки был составлен акт о дефектак, которых набралось 26. В т. ч брак на межкомнатных дверях, вздутый ламинат, отклеявшиеся обои и т. д. Бригада...
Уже не вижу
Затягивание сроков и нежелание выполнять свои обязательства",1,А101,Otzovik
Марк960960,2024-06-19,"Когда покупал квартиру в жк Южные сады прекрасно понимал, что комплекс строится большой, многоэтажный, людей будет много. Вообще раньше боялся таких масштабных жк. Но сейчас для меня это скорее плюс, сразу вся инфраструктура имеется -...
Собственная внутренняя инфраструктура. Хорошая транспортная доступность. Качественная отделка квартир «под ключ»
Шум и грязь от стройки следующих домов - само собой разумеющиеся вещи. Достроят и будет чисто",5,А101,Otzovik
Кригорь 99,2024-06-16,"К вопросу выбора квартиры мы подходили очень тщательно. Я думаю всем известна фраза, что рыба гниет с головы, поэтому на проверку застройщика мы потратили максимум времени и сил. Из всех застройщиков в Новой Москве нам...
Хорошие сроки сдачи, нормальные цены, качество на высоком уровне
Не нашли",5,А101,Otzovik
Aieks19412009,2024-06-08,"Люди обходите стороной этого застройщика ООО СЗ А101. 2021г. при подписании ДДУ обманули т. е. на бумажном носителе написали одно а в Росреестр электронный ДДУ отправили с исправлениями. После в январе 2023г. отказались отдавать собственникам...
нет плюсов
застройщик думает только об извлечении прибыли и не думает о людях вообще",1,А101,Otzovik
Воронцова Таня,2024-05-20,"Когда мы с мужем покупали еще нашу первую квартиру, сразу решили что смотреть будем в первую очередь по застройщику. Очень нам не хотелось попасть в долгострой. Новостройки, на мой взгляд, вообще лотерея. Когда подписываешь ДДУ...
Качество домов хорошее, неплохая локация у ЖК, красивые дома и территория вокруг
Районы где строятся ЖК очень густонаселенные",5,А101,Otzovik
Ereme3va,2023-12-11,"Проект представлен компанией А101, довольно известной в Москве и области как надежный и порядочный застройщик жилых кварталов. Выбор наш лёг именно на них и их комплекс в Хорошёвском районе «Дом на Зорге. На днях отметили...
их много, конкретнее в самом отзыве. Из главных бизнес-класс, всего один дом средней этажностям, приватное пространство в хорошем районе.
для кого-то может показаться цена, но поверьте, это одно из лучших предложений в Хорошёвском районе на сегодняшний день",5,А101,Otzovik
ALLA- 77777,2023-11-11,"В ЖК Скандинавия ремонт ужасный. На претензии не реагируют два месяца, подаю в суд. Плесень под обоями. Мокрая стена((((вранье по...
не увидела никаких плюсов, очень простой ремонт , вранье и еще раз вранье, ремонт ужасный от застройщика, я не верю, что устранят недостатки
В ЖК Скандинавия ремонт ужасный. На претензии не реагируют два месяца, подаю в суд. Плесень под обоями.Мокрая стена, отмокла- плесень и растут грибы.",1,А101,Otzovik
7710A,2024-10-28,"Добрый день! Хотелось бы выразить огромную благодарность менеджеру Застройщика А101 Неудахиной Людмиле !! За профессионализм в работе и просто человеческое отношения к клиенту. Сделка прошла успешно !! Людмила всегда была на связи, поддержка и сопровождение...
Профессионализм , оперативность и лояльный подход к клиенту !!
Нет",5,А101,Otzovik
Варя Масл8ва,2024-05-17,"Я коренная москвичка, и многие не поймут моё желание переехать подальше из Москвы. Но я объясню почему. Я всю жизнь прожила в Москве, работала, вырастила детей. Но со временем купила небольшую дачу и мне так...
Цена. Небольшие дома. Красивая природа. Хорошая экология. Нет плотной застройки. Есть метро, мцд, электричка.
Долго ждать. Далеко от центра Москвы. Не очень много магазинов в округе.",5,А101,Otzovik
SevaKar,2024-04-26,"Никогда не берите у них квартиры. Хуже этого застройщика ещё не видела(покупали квартиры и у Пика, и у Пионера, и у Forma, и у Инграда, и у ФСК )но такой беспредел -первый раз!!!! Сдали Квартиру...
Нет
Грязь во дворе,сдают объекты с недоделанными территориями!",1,А101,Otzovik
Настя Кириловна,2024-03-13,"Хочу поделиться нашей историей покупки двухкомнатной квартиры в жк Южные Сады. Выбирали рядом с тем районом, в котором уже давно живем. Понравилось, что рядом с территорией есть лесопарки и даже выход в один из них...
Хорошая экология, район
Приемка не с первого раза, небольшие косяки после строительства",5,А101,Otzovik
Danigova,2023-12-13,"У нас родители живут в ЖК Скандинавия и вполне себе довольны: отец купил электронную книгу и на работу на метро стал ездить, оно здесь в пешей доступности в 10 минутах от дома, никаких тебе пробок...
Расположение и развитый район, высокая готовность жк в целом
Цены на квартиры уже не маленькие",5,А101,Otzovik
user29ba,2023-11-29,"НЕ СОВЕТУЕМ ПОКУПАТЬ У А101 !!!! с нам требуют деньги за ошибку в работе менеджера!! Сделка по покупке квартиры в рассрочку. Обращение от Александры, я являюсь личным помощником руководителя Суханова Игоря, для которого выбирали квартиру...
нет
уйма",1,А101,Otzovik
Анна Вася,2023-11-28,"В начале этого года купили с мужем квартиру в ЖК Прокшино от застройщика А101. К покупке отнеслись очень внимательно. Мониторили рейтинг застройщиков в Интернете, читали отзывы жильцов, спрашивали у знакомых. Это наше первое жилье, пока...
соблюдение срока сдачи, указанного в ДДУ, хорошая локация, много внимания уделяется благоустройству
в хороших ЖК цены выше среднего",5,А101,Otzovik
Костя Ще,2023-09-19,"Здравствуйте! С большим удовольствием опишу наш с женой опыт покупки квартиры в жк Испанские кварталы. Про застройщика а101 мы слышали от друзей, они в восторге от своей новой квартиры. Так что, когда и у нас...
Надежный застройщик, качество строительства, цена, архитектура, расположение
Скорее нет",5,А101,Otzovik
Sasha9057421935,2023-03-31,"Все очень плохо, интернета нет, тв нет (просто стоят розетки, оборудования нет), счетчики не подключены в единую автоматическую систему сбора показаний (требование управляющей компании передавать самим). Встает вопрос, как проект дома прошел гос. экспертизу и...
Нет
Одни минусы",1,А101,Otzovik
ЭЛЬВИНКА81,2024-07-02,"Решили приобрести квартиру у них. Заключили трейд ин. Мы должны были продавать недвижимость с их агенством в нашем городе. Я сразу была против знала их отрицательные отзывы. На что мне было сказано что только это...
Нет их
Сотрудники а101 постоянно меняют свои слова. Обман",1,А101,Otzovik
